ID,Locality,lat,long,freqHCN,freqAc,freqLi,Mean winter temp.,N,Time sampled,Country,Continent,Hemisphere,Data provenance,Year of collection
234,"New Orleans, LA",29.955776,-90.066484,0.941176471,0.757464375,1,15.380000495910645,119,Historical,USA,North America,North,Daday 1958,1958
235,"San Francisco, CA",37.773189,-122.419245,0.763157895,0.613835777,0.637261875,9.480000400543213,114,Historical,USA,North America,North,Daday 1958,1958
236,"San Francisco, CA",37.773189,-122.419245,0.888888889,0.84286516,0.706027632,9.480000400543213,81,Historical,USA,North America,North,Daday 1958,1958
237,"Guerneville, CA",38.50205,-122.997453,0.568807339,0.350370607,0.746582985,6.960000038146973,109,Historical,USA,North America,North,Daday 1958,1958
238,"Rio Monte, CA",38.468291,-123.011307,1,1,1,8.680000114440919,119,Historical,USA,North America,North,Daday 1958,1958
239,"Woodburn, OR",45.143417,-122.855326,0.254545455,0.190960165,0.353330209,2.9800000905990602,55,Historical,USA,North America,North,Daday 1958,1958
240,"Albany, OR",44.632278,-123.103383,0.05,0.193774225,0.069050664,3.4000000238418577,60,Historical,USA,North America,North,Daday 1958,1958
241,"Shedd, OR",44.460836,-123.110534,0.428571429,0.309934441,0.44365136,4.080000047385693,42,Historical,USA,North America,North,Daday 1958,1958
242,"Hubbard, OR",45.182223,-122.80704,0.5,0.384542545,0.539433814,2.9800000905990602,66,Historical,USA,North America,North,Daday 1958,1958
243,"NE Oregon, OR",45.542196,-117.814071,0.327586207,0.336935016,0.286823521,-1.7200000911951066,116,Historical,USA,North America,North,Daday 1958,1958
244,"NE Oregon, OR",45.542196,-117.814071,0.45,0.275431163,0.612701665,-1.7200000911951066,40,Historical,USA,North America,North,Daday 1958,1958
245,"Union, OR",45.207428,-117.864639,0.5,0.30201756,0.66031689,-1.1400000274181366,78,Historical,USA,North America,North,Daday 1958,1958
246,"Lat. 41 14 30 Long. 81 18 0, OH",41.24165,-81.300003,0.377192982,0.487010824,0.262531594,-0.5400000065565109,114,Historical,USA,North America,North,Daday 1958,1958
247,"Lat. 41 14 30 Long. 81 28 0, OH",41.241665,-81.46667,0.169811321,0.299595804,0.142183553,-0.5400000065565109,106,Historical,USA,North America,North,Daday 1958,1958
248,"Lat. 40 55 Long. 96 10, NE",40.916651,-96.166662,0.3125,0.634037473,0.198216274,-5.780000114440918,112,Historical,USA,North America,North,Daday 1958,1958
249,"Chicago, IL",41.872042,-87.62755,0.591666667,0.543564535,0.437268566,-2.9200000286102297,120,Historical,USA,North America,North,Daday 1958,1958
250,"St Paul, MN",44.951324,-93.090837,0.061728395,0.139337034,0.097329066,-11.640000152587891,81,Historical,USA,North America,North,Daday 1958,1958
251,"St Paul, MN",44.951324,-93.090837,0.15,0.18759616,0.18759616,-11.640000152587891,100,Historical,USA,North America,North,Daday 1958,1958
252,"Mandam, ND",46.825782,-100.889445,0.324786325,0.372973371,0.339774708,-16.040000343322752,117,Historical,USA,North America,North,Daday 1958,1958
253,"Homer, AK",59.643676,-151.547541,0.508196721,0.47209042,0.441900179,-8.740000247955322,61,Historical,USA,North America,North,Daday 1958,1958
254,"Homer, AK",59.643676,-151.547541,0.192982456,0.205280586,0.262531594,-8.740000247955322,57,Historical,USA,North America,North,Daday 1958,1958
255,"Matanuska Valley, AK",62.259537,-150.172578,0.348484848,0.348661053,0.384542545,-15.660000610351563,66,Historical,USA,North America,North,Daday 1958,1958
256,"Palmer, AK",61.598715,-149.11124,0.41509434,0.327073415,0.417228483,-16.780000305175783,53,Historical,USA,North America,North,Daday 1958,1958
257,"Fairbanks, AK",64.83565,-147.715682,0.269230769,0.32063378,0.32063378,-26.320000457763673,78,Historical,USA,North America,North,Daday 1958,1958
258,"Fairbanks, AK",64.83565,-147.715682,0.049180328,0.041859725,0.385956695,-26.320000457763673,61,Historical,USA,North America,North,Daday 1958,1958
259,"Fairbanks, AK",64.83565,-147.715682,0.289473684,0.172829808,0.637261875,-26.320000457763673,38,Historical,USA,North America,North,Daday 1958,1958
260,"Fairbanks, AK",64.83565,-147.715682,0.032608696,0.021980706,0.285248599,-26.320000457763673,92,Historical,USA,North America,North,Daday 1958,1958
307,Winton,-46.145806,168.325233,0.573770492,0.372749952,0.6997269,4.880000114440918,122,Historical,New Zealand,Oceania,South,Daday 1958,1958
308,Hastings,-39.639787,176.839175,0.985507246,1,0.879614147,7.480000114440918,69,Historical,New Zealand,Oceania,South,Daday 1958,1958
309,Nelson,-41.271045,173.283942,0.830188679,0.663536708,0.663536708,5.180000114440918,53,Historical,New Zealand,Oceania,South,Daday 1958,1958
310,Palmerston North,-40.353543,175.608384,0.714285714,0.488233684,0.65496722,6.780000019073486,42,Historical,New Zealand,Oceania,South,Daday 1958,1958
274,"Monte, Prov. Buenos Aires",-35.441671,-58.807057,0.730769231,0.550641483,0.674778182,9.1,104,Historical,Argentina,South America,South,Daday 1958,1958
275,"Las Rosas, Prov. Santa Fe",-32.476147,-61.576677,0.792207792,0.639625015,0.648749913,10.260000133514405,154,Historical,Argentina,South America,South,Daday 1958,1958
276,"Esquel, Gov. of Chubut",-42.909873,-71.314254,0.438095238,0.634851628,0.296268449,0.8800000160932541,105,Historical,Argentina,South America,South,Daday 1958,1958
277,"Sarmiento, Gov. Comorodo Rivadavia",-45.586879,-69.068748,0.15,0.193774225,0.202683071,2.940000057220459,140,Historical,Argentina,South America,South,Daday 1958,1958
272,Curibita,-25.437579,-49.26795,0.243243243,1,0.130082328,13.080000305175782,111,Historical,Brazil,South America,South,Daday 1958,1958
273,Pedro Leopoldo area Minas Gerais,-19.619507,-44.041348,0.111111111,0.078867627,0.364358274,17.120000457763673,99,Historical,Brazil,South America,South,Daday 1958,1958
271,Cuzco,-13.530451,-71.966707,1,1,1,6.500000095367431,165,Historical,Peru,South America,South,Daday 1958,1958
