ID,country,city,pop.ind,herb.dmg,u_r,lat,long
129,Germany,Cologne,01-Mar,7,urban,50.932809,6.929579
129,Germany,Cologne,02-Mar,9,urban,50.932809,6.929579
129,Germany,Cologne,03-Mar,2,urban,50.932809,6.929579
129,Germany,Cologne,04-Mar,2,urban,50.932809,6.929579
129,Germany,Cologne,05-Mar,1,urban,50.932809,6.929579
129,Germany,Cologne,06-Mar,3,urban,50.932809,6.929579
129,Germany,Cologne,07-Mar,4,urban,50.932809,6.929579
129,Germany,Cologne,08-Mar,3,urban,50.932809,6.929579
129,Germany,Cologne,09-Mar,13,urban,50.932809,6.929579
129,Germany,Cologne,10-Mar,12,urban,50.932809,6.929579
129,Germany,Cologne,11-Mar,4,urban,50.932809,6.929579
129,Germany,Cologne,12-Mar,8,urban,50.932809,6.929579
129,Germany,Cologne,13-Mar,4,urban,50.932809,6.929579
129,Germany,Cologne,14-Mar,3,urban,50.932809,6.929579
129,Germany,Cologne,15-Mar,7,urban,50.932809,6.929579
129,Germany,Cologne,16-Mar,9,urban,50.932809,6.929579
129,Germany,Cologne,17-Mar,7,urban,50.932809,6.929579
129,Germany,Cologne,18-Mar,4,urban,50.932809,6.929579
129,Germany,Cologne,19-Mar,3,urban,50.932809,6.929579
129,Germany,Cologne,20-Mar,9,urban,50.932809,6.929579
130,Belgium,Liege,01-Jan,6,rural,50.655972,5.712493
130,Belgium,Liege,02-Jan,9,rural,50.655972,5.712493
130,Belgium,Liege,03-Jan,12,rural,50.655972,5.712493
130,Belgium,Liege,04-Jan,8,rural,50.655972,5.712493
130,Belgium,Liege,05-Jan,5,rural,50.655972,5.712493
130,Belgium,Liege,06-Jan,2,rural,50.655972,5.712493
130,Belgium,Liege,07-Jan,5,rural,50.655972,5.712493
130,Belgium,Liege,08-Jan,6,rural,50.655972,5.712493
130,Belgium,Liege,09-Jan,4,rural,50.655972,5.712493
130,Belgium,Liege,10-Jan,4,rural,50.655972,5.712493
130,Belgium,Liege,11-Jan,6,rural,50.655972,5.712493
130,Belgium,Liege,12-Jan,7,rural,50.655972,5.712493
130,Belgium,Liege,13-Jan,3,rural,50.655972,5.712493
130,Belgium,Liege,14-Jan,3,rural,50.655972,5.712493
130,Belgium,Liege,15-Jan,4,rural,50.655972,5.712493
130,Belgium,Liege,16-Jan,9,rural,50.655972,5.712493
130,Belgium,Liege,17-Jan,3,rural,50.655972,5.712493
130,Belgium,Liege,18-Jan,4,rural,50.655972,5.712493
130,Belgium,Liege,19-Jan,2,rural,50.655972,5.712493
130,Belgium,Liege,20-Jan,3,rural,50.655972,5.712493
131,Belgium,Liege,01-Feb,2,urban,50.650835,5.551984
131,Belgium,Liege,02-Feb,3,urban,50.650835,5.551984
131,Belgium,Liege,03-Feb,7,urban,50.650835,5.551984
131,Belgium,Liege,04-Feb,6,urban,50.650835,5.551984
131,Belgium,Liege,05-Feb,1,urban,50.650835,5.551984
131,Belgium,Liege,06-Feb,5,urban,50.650835,5.551984
131,Belgium,Liege,07-Feb,8,urban,50.650835,5.551984
131,Belgium,Liege,08-Feb,3,urban,50.650835,5.551984
131,Belgium,Liege,09-Feb,2,urban,50.650835,5.551984
131,Belgium,Liege,10-Feb,6,urban,50.650835,5.551984
131,Belgium,Liege,11-Feb,3,urban,50.650835,5.551984
131,Belgium,Liege,12-Feb,5,urban,50.650835,5.551984
131,Belgium,Liege,13-Feb,9,urban,50.650835,5.551984
131,Belgium,Liege,14-Feb,5,urban,50.650835,5.551984
131,Belgium,Liege,15-Feb,6,urban,50.650835,5.551984
131,Belgium,Liege,16-Feb,5,urban,50.650835,5.551984
131,Belgium,Liege,17-Feb,3,urban,50.650835,5.551984
131,Belgium,Liege,18-Feb,2,urban,50.650835,5.551984
131,Belgium,Liege,19-Feb,7,urban,50.650835,5.551984
131,Belgium,Liege,20-Feb,3,urban,50.650835,5.551984
132,Belgium,Liege,01-Mar,4,urban,50.636651,5.570408
132,Belgium,Liege,02-Mar,3,urban,50.636651,5.570408
132,Belgium,Liege,03-Mar,0,urban,50.636651,5.570408
132,Belgium,Liege,04-Mar,4,urban,50.636651,5.570408
132,Belgium,Liege,05-Mar,1,urban,50.636651,5.570408
132,Belgium,Liege,06-Mar,6,urban,50.636651,5.570408
132,Belgium,Liege,07-Mar,7,urban,50.636651,5.570408
132,Belgium,Liege,08-Mar,3,urban,50.636651,5.570408
132,Belgium,Liege,09-Mar,0,urban,50.636651,5.570408
132,Belgium,Liege,10-Mar,5,urban,50.636651,5.570408
132,Belgium,Liege,11-Mar,3,urban,50.636651,5.570408
132,Belgium,Liege,12-Mar,2,urban,50.636651,5.570408
132,Belgium,Liege,13-Mar,3,urban,50.636651,5.570408
132,Belgium,Liege,14-Mar,7,urban,50.636651,5.570408
132,Belgium,Liege,15-Mar,8,urban,50.636651,5.570408
132,Belgium,Liege,16-Mar,2,urban,50.636651,5.570408
132,Belgium,Liege,17-Mar,4,urban,50.636651,5.570408
132,Belgium,Liege,18-Mar,3,urban,50.636651,5.570408
132,Belgium,Liege,19-Mar,8,urban,50.636651,5.570408
132,Belgium,Liege,20-Mar,1,urban,50.636651,5.570408
133,France,Reims,01-Jan,5,rural,49.268921,4.070319
133,France,Reims,02-Jan,0,rural,49.268921,4.070319
133,France,Reims,03-Jan,5,rural,49.268921,4.070319
133,France,Reims,04-Jan,2,rural,49.268921,4.070319
133,France,Reims,05-Jan,1,rural,49.268921,4.070319
133,France,Reims,06-Jan,1,rural,49.268921,4.070319
133,France,Reims,07-Jan,1,rural,49.268921,4.070319
133,France,Reims,08-Jan,4,rural,49.268921,4.070319
133,France,Reims,09-Jan,3,rural,49.268921,4.070319
133,France,Reims,10-Jan,6,rural,49.268921,4.070319
133,France,Reims,11-Jan,0,rural,49.268921,4.070319
133,France,Reims,12-Jan,8,rural,49.268921,4.070319
133,France,Reims,13-Jan,2,rural,49.268921,4.070319
133,France,Reims,14-Jan,0,rural,49.268921,4.070319
133,France,Reims,15-Jan,4,rural,49.268921,4.070319
133,France,Reims,16-Jan,2,rural,49.268921,4.070319
133,France,Reims,17-Jan,3,rural,49.268921,4.070319
133,France,Reims,18-Jan,2,rural,49.268921,4.070319
133,France,Reims,19-Jan,4,rural,49.268921,4.070319
133,France,Reims,20-Jan,6,rural,49.268921,4.070319
134,France,Reims,01-Feb,4,urban,49.2491,4.02129
134,France,Reims,02-Feb,2,urban,49.2491,4.02129
134,France,Reims,03-Feb,3,urban,49.2491,4.02129
134,France,Reims,04-Feb,0,urban,49.2491,4.02129
134,France,Reims,05-Feb,2,urban,49.2491,4.02129
134,France,Reims,06-Feb,4,urban,49.2491,4.02129
134,France,Reims,07-Feb,2,urban,49.2491,4.02129
134,France,Reims,08-Feb,9,urban,49.2491,4.02129
134,France,Reims,09-Feb,2,urban,49.2491,4.02129
134,France,Reims,10-Feb,6,urban,49.2491,4.02129
134,France,Reims,11-Feb,1,urban,49.2491,4.02129
134,France,Reims,12-Feb,0,urban,49.2491,4.02129
134,France,Reims,13-Feb,12,urban,49.2491,4.02129
134,France,Reims,14-Feb,3,urban,49.2491,4.02129
134,France,Reims,15-Feb,7,urban,49.2491,4.02129
134,France,Reims,16-Feb,3,urban,49.2491,4.02129
134,France,Reims,17-Feb,5,urban,49.2491,4.02129
134,France,Reims,18-Feb,0,urban,49.2491,4.02129
134,France,Reims,19-Feb,3,urban,49.2491,4.02129
134,France,Reims,20-Feb,0,urban,49.2491,4.02129
135,France,Troyes,01-Jan,6,rural,48.410754,4.144326
135,France,Troyes,02-Jan,4,rural,48.410754,4.144326
135,France,Troyes,03-Jan,3,rural,48.410754,4.144326
135,France,Troyes,04-Jan,4,rural,48.410754,4.144326
135,France,Troyes,05-Jan,1,rural,48.410754,4.144326
135,France,Troyes,06-Jan,3,rural,48.410754,4.144326
135,France,Troyes,07-Jan,2,rural,48.410754,4.144326
135,France,Troyes,08-Jan,5,rural,48.410754,4.144326
135,France,Troyes,09-Jan,2,rural,48.410754,4.144326
135,France,Troyes,10-Jan,1,rural,48.410754,4.144326
135,France,Troyes,11-Jan,1,rural,48.410754,4.144326
135,France,Troyes,12-Jan,4,rural,48.410754,4.144326
135,France,Troyes,13-Jan,3,rural,48.410754,4.144326
135,France,Troyes,14-Jan,2,rural,48.410754,4.144326
135,France,Troyes,15-Jan,3,rural,48.410754,4.144326
135,France,Troyes,16-Jan,2,rural,48.410754,4.144326
135,France,Troyes,17-Jan,0,rural,48.410754,4.144326
135,France,Troyes,18-Jan,1,rural,48.410754,4.144326
135,France,Troyes,19-Jan,2,rural,48.410754,4.144326
135,France,Troyes,20-Jan,2,rural,48.410754,4.144326
136,France,Troyes,01-Feb,4,urban,48.286471,4.082143
136,France,Troyes,02-Feb,8,urban,48.286471,4.082143
136,France,Troyes,03-Feb,9,urban,48.286471,4.082143
136,France,Troyes,04-Feb,7,urban,48.286471,4.082143
136,France,Troyes,05-Feb,11,urban,48.286471,4.082143
136,France,Troyes,06-Feb,1,urban,48.286471,4.082143
136,France,Troyes,07-Feb,7,urban,48.286471,4.082143
136,France,Troyes,08-Feb,0,urban,48.286471,4.082143
136,France,Troyes,09-Feb,3,urban,48.286471,4.082143
136,France,Troyes,10-Feb,1,urban,48.286471,4.082143
136,France,Troyes,11-Feb,3,urban,48.286471,4.082143
136,France,Troyes,12-Feb,3,urban,48.286471,4.082143
136,France,Troyes,13-Feb,6,urban,48.286471,4.082143
136,France,Troyes,14-Feb,2,urban,48.286471,4.082143
136,France,Troyes,15-Feb,7,urban,48.286471,4.082143
136,France,Troyes,16-Feb,2,urban,48.286471,4.082143
136,France,Troyes,17-Feb,6,urban,48.286471,4.082143
136,France,Troyes,18-Feb,5,urban,48.286471,4.082143
136,France,Troyes,19-Feb,3,urban,48.286471,4.082143
136,France,Troyes,20-Feb,0,urban,48.286471,4.082143
137,France,Troyes,01-Mar,13,urban,48.300143,4.08414
137,France,Troyes,02-Mar,3,urban,48.300143,4.08414
137,France,Troyes,03-Mar,7,urban,48.300143,4.08414
137,France,Troyes,04-Mar,0,urban,48.300143,4.08414
137,France,Troyes,05-Mar,1,urban,48.300143,4.08414
137,France,Troyes,06-Mar,8,urban,48.300143,4.08414
137,France,Troyes,07-Mar,3,urban,48.300143,4.08414
137,France,Troyes,08-Mar,2,urban,48.300143,4.08414
137,France,Troyes,09-Mar,3,urban,48.300143,4.08414
137,France,Troyes,10-Mar,2,urban,48.300143,4.08414
137,France,Troyes,11-Mar,0,urban,48.300143,4.08414
137,France,Troyes,12-Mar,5,urban,48.300143,4.08414
137,France,Troyes,13-Mar,6,urban,48.300143,4.08414
137,France,Troyes,14-Mar,3,urban,48.300143,4.08414
137,France,Troyes,15-Mar,2,urban,48.300143,4.08414
137,France,Troyes,16-Mar,1,urban,48.300143,4.08414
137,France,Troyes,17-Mar,4,urban,48.300143,4.08414
137,France,Troyes,18-Mar,2,urban,48.300143,4.08414
137,France,Troyes,19-Mar,8,urban,48.300143,4.08414
137,France,Troyes,20-Mar,1,urban,48.300143,4.08414
138,France,Auxerre,01-Jan,8,rural,47.85098,3.605826
138,France,Auxerre,02-Jan,4,rural,47.85098,3.605826
138,France,Auxerre,03-Jan,7,rural,47.85098,3.605826
138,France,Auxerre,04-Jan,3,rural,47.85098,3.605826
138,France,Auxerre,05-Jan,9,rural,47.85098,3.605826
138,France,Auxerre,06-Jan,5,rural,47.85098,3.605826
138,France,Auxerre,07-Jan,3,rural,47.85098,3.605826
138,France,Auxerre,08-Jan,11,rural,47.85098,3.605826
138,France,Auxerre,09-Jan,3,rural,47.85098,3.605826
138,France,Auxerre,10-Jan,2,rural,47.85098,3.605826
138,France,Auxerre,11-Jan,4,rural,47.85098,3.605826
138,France,Auxerre,12-Jan,1,rural,47.85098,3.605826
138,France,Auxerre,13-Jan,0,rural,47.85098,3.605826
138,France,Auxerre,14-Jan,4,rural,47.85098,3.605826
139,France,Auxerre,01-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,02-Feb,1,urban,47.793526,3.573539
139,France,Auxerre,03-Feb,9,urban,47.793526,3.573539
139,France,Auxerre,04-Feb,1,urban,47.793526,3.573539
139,France,Auxerre,05-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,06-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,07-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,08-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,09-Feb,7,urban,47.793526,3.573539
139,France,Auxerre,10-Feb,1,urban,47.793526,3.573539
139,France,Auxerre,11-Feb,1,urban,47.793526,3.573539
139,France,Auxerre,12-Feb,3,urban,47.793526,3.573539
139,France,Auxerre,13-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,14-Feb,4,urban,47.793526,3.573539
139,France,Auxerre,15-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,16-Feb,2,urban,47.793526,3.573539
139,France,Auxerre,17-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,18-Feb,6,urban,47.793526,3.573539
139,France,Auxerre,19-Feb,0,urban,47.793526,3.573539
139,France,Auxerre,20-Feb,0,urban,47.793526,3.573539
140,France,Nevers,01-Jan,3,rural,47.088688,3.087417
140,France,Nevers,02-Jan,1,rural,47.088688,3.087417
140,France,Nevers,03-Jan,1,rural,47.088688,3.087417
140,France,Nevers,04-Jan,0,rural,47.088688,3.087417
140,France,Nevers,05-Jan,2,rural,47.088688,3.087417
140,France,Nevers,06-Jan,0,rural,47.088688,3.087417
140,France,Nevers,07-Jan,4,rural,47.088688,3.087417
140,France,Nevers,08-Jan,2,rural,47.088688,3.087417
140,France,Nevers,09-Jan,2,rural,47.088688,3.087417
140,France,Nevers,10-Jan,1,rural,47.088688,3.087417
140,France,Nevers,11-Jan,0,rural,47.088688,3.087417
140,France,Nevers,12-Jan,2,rural,47.088688,3.087417
140,France,Nevers,13-Jan,2,rural,47.088688,3.087417
140,France,Nevers,14-Jan,1,rural,47.088688,3.087417
140,France,Nevers,15-Jan,1,rural,47.088688,3.087417
140,France,Nevers,16-Jan,2,rural,47.088688,3.087417
140,France,Nevers,17-Jan,1,rural,47.088688,3.087417
140,France,Nevers,18-Jan,1,rural,47.088688,3.087417
140,France,Nevers,19-Jan,0,rural,47.088688,3.087417
140,France,Nevers,20-Jan,6,rural,47.088688,3.087417
141,France,Nevers,01-Feb,2,urban,46.990439,3.155689
141,France,Nevers,02-Feb,9,urban,46.990439,3.155689
141,France,Nevers,03-Feb,0,urban,46.990439,3.155689
141,France,Nevers,04-Feb,1,urban,46.990439,3.155689
141,France,Nevers,05-Feb,6,urban,46.990439,3.155689
141,France,Nevers,06-Feb,1,urban,46.990439,3.155689
141,France,Nevers,07-Feb,3,urban,46.990439,3.155689
141,France,Nevers,08-Feb,5,urban,46.990439,3.155689
141,France,Nevers,09-Feb,1,urban,46.990439,3.155689
141,France,Nevers,10-Feb,2,urban,46.990439,3.155689
141,France,Nevers,11-Feb,1,urban,46.990439,3.155689
141,France,Nevers,12-Feb,4,urban,46.990439,3.155689
141,France,Nevers,13-Feb,0,urban,46.990439,3.155689
141,France,Nevers,14-Feb,1,urban,46.990439,3.155689
141,France,Nevers,15-Feb,0,urban,46.990439,3.155689
141,France,Nevers,16-Feb,0,urban,46.990439,3.155689
141,France,Nevers,17-Feb,2,urban,46.990439,3.155689
141,France,Nevers,18-Feb,1,urban,46.990439,3.155689
141,France,Nevers,19-Feb,1,urban,46.990439,3.155689
141,France,Nevers,20-Feb,6,urban,46.990439,3.155689
142,France,Autun,01-Jan,4,rural,47.040579,4.00903
142,France,Autun,02-Jan,1,rural,47.040579,4.00903
142,France,Autun,03-Jan,11,rural,47.040579,4.00903
142,France,Autun,04-Jan,6,rural,47.040579,4.00903
142,France,Autun,05-Jan,7,rural,47.040579,4.00903
142,France,Autun,06-Jan,1,rural,47.040579,4.00903
142,France,Autun,07-Jan,3,rural,47.040579,4.00903
142,France,Autun,08-Jan,5,rural,47.040579,4.00903
142,France,Autun,09-Jan,0,rural,47.040579,4.00903
142,France,Autun,10-Jan,1,rural,47.040579,4.00903
142,France,Autun,11-Jan,0,rural,47.040579,4.00903
142,France,Autun,12-Jan,3,rural,47.040579,4.00903
142,France,Autun,13-Jan,9,rural,47.040579,4.00903
142,France,Autun,14-Jan,2,rural,47.040579,4.00903
142,France,Autun,15-Jan,1,rural,47.040579,4.00903
142,France,Autun,16-Jan,0,rural,47.040579,4.00903
142,France,Autun,17-Jan,1,rural,47.040579,4.00903
142,France,Autun,18-Jan,2,rural,47.040579,4.00903
142,France,Autun,19-Jan,2,rural,47.040579,4.00903
142,France,Autun,20-Jan,2,rural,47.040579,4.00903
143,France,Autun,01-Feb,0,urban,46.947478,4.301948
143,France,Autun,02-Feb,0,urban,46.947478,4.301948
143,France,Autun,03-Feb,1,urban,46.947478,4.301948
143,France,Autun,04-Feb,4,urban,46.947478,4.301948
143,France,Autun,05-Feb,1,urban,46.947478,4.301948
143,France,Autun,06-Feb,12,urban,46.947478,4.301948
143,France,Autun,07-Feb,8,urban,46.947478,4.301948
143,France,Autun,08-Feb,4,urban,46.947478,4.301948
143,France,Autun,09-Feb,3,urban,46.947478,4.301948
143,France,Autun,10-Feb,2,urban,46.947478,4.301948
143,France,Autun,11-Feb,6,urban,46.947478,4.301948
143,France,Autun,12-Feb,5,urban,46.947478,4.301948
143,France,Autun,13-Feb,4,urban,46.947478,4.301948
143,France,Autun,14-Feb,2,urban,46.947478,4.301948
143,France,Autun,15-Feb,1,urban,46.947478,4.301948
143,France,Autun,16-Feb,3,urban,46.947478,4.301948
143,France,Autun,17-Feb,1,urban,46.947478,4.301948
143,France,Autun,18-Feb,1,urban,46.947478,4.301948
143,France,Autun,19-Feb,3,urban,46.947478,4.301948
143,France,Autun,20-Feb,8,urban,46.947478,4.301948
144,France,Autun,01-Mar,5,rural,46.940413,4.309688
144,France,Autun,02-Mar,4,rural,46.940413,4.309688
144,France,Autun,03-Mar,2,rural,46.940413,4.309688
144,France,Autun,04-Mar,9,rural,46.940413,4.309688
144,France,Autun,05-Mar,6,rural,46.940413,4.309688
144,France,Autun,06-Mar,2,rural,46.940413,4.309688
144,France,Autun,07-Mar,0,rural,46.940413,4.309688
144,France,Autun,08-Mar,4,rural,46.940413,4.309688
144,France,Autun,09-Mar,8,rural,46.940413,4.309688
144,France,Autun,10-Mar,2,rural,46.940413,4.309688
144,France,Autun,11-Mar,4,rural,46.940413,4.309688
144,France,Autun,12-Mar,1,rural,46.940413,4.309688
144,France,Autun,13-Mar,3,rural,46.940413,4.309688
144,France,Autun,14-Mar,2,rural,46.940413,4.309688
144,France,Autun,15-Mar,2,rural,46.940413,4.309688
144,France,Autun,16-Mar,2,rural,46.940413,4.309688
144,France,Autun,17-Mar,18,rural,46.940413,4.309688
144,France,Autun,18-Mar,3,rural,46.940413,4.309688
144,France,Autun,19-Mar,11,rural,46.940413,4.309688
144,France,Autun,20-Mar,26,rural,46.940413,4.309688
145,France,Beaune,01-Jan,6,urban,47.025615,4.834775
145,France,Beaune,02-Jan,18,urban,47.025615,4.834775
145,France,Beaune,03-Jan,2,urban,47.025615,4.834775
145,France,Beaune,04-Jan,0,urban,47.025615,4.834775
145,France,Beaune,05-Jan,5,urban,47.025615,4.834775
145,France,Beaune,06-Jan,8,urban,47.025615,4.834775
145,France,Beaune,07-Jan,5,urban,47.025615,4.834775
145,France,Beaune,08-Jan,0,urban,47.025615,4.834775
145,France,Beaune,09-Jan,3,urban,47.025615,4.834775
145,France,Beaune,10-Jan,1,urban,47.025615,4.834775
145,France,Beaune,11-Jan,0,urban,47.025615,4.834775
145,France,Beaune,12-Jan,1,urban,47.025615,4.834775
145,France,Beaune,13-Jan,1,urban,47.025615,4.834775
145,France,Beaune,14-Jan,0,urban,47.025615,4.834775
145,France,Beaune,15-Jan,0,urban,47.025615,4.834775
145,France,Beaune,16-Jan,0,urban,47.025615,4.834775
145,France,Beaune,17-Jan,2,urban,47.025615,4.834775
145,France,Beaune,18-Jan,12,urban,47.025615,4.834775
145,France,Beaune,19-Jan,3,urban,47.025615,4.834775
145,France,Beaune,20-Jan,0,urban,47.025615,4.834775
146,France,Beaune,01-Feb,4,rural,47.073542,4.892232
146,France,Beaune,02-Feb,3,rural,47.073542,4.892232
146,France,Beaune,03-Feb,2,rural,47.073542,4.892232
146,France,Beaune,04-Feb,6,rural,47.073542,4.892232
146,France,Beaune,05-Feb,4,rural,47.073542,4.892232
146,France,Beaune,06-Feb,7,rural,47.073542,4.892232
146,France,Beaune,07-Feb,0,rural,47.073542,4.892232
146,France,Beaune,08-Feb,2,rural,47.073542,4.892232
146,France,Beaune,09-Feb,6,rural,47.073542,4.892232
146,France,Beaune,10-Feb,1,rural,47.073542,4.892232
146,France,Beaune,11-Feb,2,rural,47.073542,4.892232
146,France,Beaune,12-Feb,2,rural,47.073542,4.892232
146,France,Beaune,13-Feb,3,rural,47.073542,4.892232
146,France,Beaune,14-Feb,0,rural,47.073542,4.892232
146,France,Beaune,15-Feb,1,rural,47.073542,4.892232
146,France,Beaune,16-Feb,1,rural,47.073542,4.892232
146,France,Beaune,17-Feb,1,rural,47.073542,4.892232
146,France,Beaune,18-Feb,0,rural,47.073542,4.892232
146,France,Beaune,19-Feb,1,rural,47.073542,4.892232
146,France,Beaune,20-Feb,0,rural,47.073542,4.892232
147,France,Dijon,01-Jan,26,urban,47.321428,5.028984
147,France,Dijon,02-Jan,20,urban,47.321428,5.028984
147,France,Dijon,03-Jan,2,urban,47.321428,5.028984
147,France,Dijon,04-Jan,11,urban,47.321428,5.028984
147,France,Dijon,05-Jan,4,urban,47.321428,5.028984
147,France,Dijon,06-Jan,3,urban,47.321428,5.028984
147,France,Dijon,07-Jan,0,urban,47.321428,5.028984
147,France,Dijon,08-Jan,1,urban,47.321428,5.028984
147,France,Dijon,09-Jan,5,urban,47.321428,5.028984
147,France,Dijon,10-Jan,11,urban,47.321428,5.028984
147,France,Dijon,11-Jan,9,urban,47.321428,5.028984
147,France,Dijon,12-Jan,3,urban,47.321428,5.028984
147,France,Dijon,13-Jan,8,urban,47.321428,5.028984
147,France,Dijon,14-Jan,3,urban,47.321428,5.028984
147,France,Dijon,15-Jan,2,urban,47.321428,5.028984
147,France,Dijon,16-Jan,1,urban,47.321428,5.028984
147,France,Dijon,17-Jan,3,urban,47.321428,5.028984
147,France,Dijon,18-Jan,2,urban,47.321428,5.028984
147,France,Dijon,19-Jan,0,urban,47.321428,5.028984
147,France,Dijon,20-Jan,3,urban,47.321428,5.028984
148,France,Dijon,01-Feb,4,urban,47.31214,5.064436
148,France,Dijon,02-Feb,6,urban,47.31214,5.064436
148,France,Dijon,03-Feb,11,urban,47.31214,5.064436
148,France,Dijon,04-Feb,8,urban,47.31214,5.064436
148,France,Dijon,05-Feb,9,urban,47.31214,5.064436
148,France,Dijon,06-Feb,0,urban,47.31214,5.064436
148,France,Dijon,07-Feb,7,urban,47.31214,5.064436
148,France,Dijon,08-Feb,6,urban,47.31214,5.064436
148,France,Dijon,09-Feb,0,urban,47.31214,5.064436
148,France,Dijon,10-Feb,1,urban,47.31214,5.064436
148,France,Dijon,11-Feb,12,urban,47.31214,5.064436
148,France,Dijon,12-Feb,0,urban,47.31214,5.064436
148,France,Dijon,13-Feb,2,urban,47.31214,5.064436
148,France,Dijon,14-Feb,0,urban,47.31214,5.064436
148,France,Dijon,15-Feb,10,urban,47.31214,5.064436
148,France,Dijon,16-Feb,11,urban,47.31214,5.064436
148,France,Dijon,17-Feb,4,urban,47.31214,5.064436
148,France,Dijon,18-Feb,0,urban,47.31214,5.064436
148,France,Dijon,19-Feb,5,urban,47.31214,5.064436
148,France,Dijon,20-Feb,8,urban,47.31214,5.064436
149,France,Dijon,01-Mar,2,rural,47.236496,4.984809
149,France,Dijon,02-Mar,1,rural,47.236496,4.984809
149,France,Dijon,03-Mar,3,rural,47.236496,4.984809
149,France,Dijon,04-Mar,1,rural,47.236496,4.984809
149,France,Dijon,05-Mar,2,rural,47.236496,4.984809
149,France,Dijon,06-Mar,0,rural,47.236496,4.984809
149,France,Dijon,07-Mar,2,rural,47.236496,4.984809
149,France,Dijon,08-Mar,2,rural,47.236496,4.984809
149,France,Dijon,09-Mar,1,rural,47.236496,4.984809
149,France,Dijon,10-Mar,1,rural,47.236496,4.984809
149,France,Dijon,11-Mar,34,rural,47.236496,4.984809
149,France,Dijon,12-Mar,0,rural,47.236496,4.984809
149,France,Dijon,13-Mar,2,rural,47.236496,4.984809
149,France,Dijon,14-Mar,3,rural,47.236496,4.984809
149,France,Dijon,15-Mar,5,rural,47.236496,4.984809
149,France,Dijon,16-Mar,1,rural,47.236496,4.984809
149,France,Dijon,17-Mar,0,rural,47.236496,4.984809
149,France,Dijon,18-Mar,0,rural,47.236496,4.984809
149,France,Dijon,19-Mar,1,rural,47.236496,4.984809
149,France,Dijon,20-Mar,0,rural,47.236496,4.984809
150,France,Lyon,01-Jan,0,rural,45.902687,4.728565
150,France,Lyon,02-Jan,3,rural,45.902687,4.728565
150,France,Lyon,03-Jan,2,rural,45.902687,4.728565
150,France,Lyon,04-Jan,1,rural,45.902687,4.728565
150,France,Lyon,05-Jan,1,rural,45.902687,4.728565
150,France,Lyon,06-Jan,1,rural,45.902687,4.728565
150,France,Lyon,07-Jan,14,rural,45.902687,4.728565
150,France,Lyon,08-Jan,9,rural,45.902687,4.728565
150,France,Lyon,09-Jan,0,rural,45.902687,4.728565
150,France,Lyon,10-Jan,1,rural,45.902687,4.728565
150,France,Lyon,11-Jan,1,rural,45.902687,4.728565
150,France,Lyon,12-Jan,13,rural,45.902687,4.728565
150,France,Lyon,13-Jan,2,rural,45.902687,4.728565
150,France,Lyon,14-Jan,4,rural,45.902687,4.728565
150,France,Lyon,15-Jan,0,rural,45.902687,4.728565
150,France,Lyon,16-Jan,5,rural,45.902687,4.728565
150,France,Lyon,17-Jan,1,rural,45.902687,4.728565
150,France,Lyon,18-Jan,0,rural,45.902687,4.728565
150,France,Lyon,19-Jan,6,rural,45.902687,4.728565
150,France,Lyon,20-Jan,2,rural,45.902687,4.728565
151,France,Lyon,01-Feb,4,urban,45.773957,4.853211
151,France,Lyon,02-Feb,6,urban,45.773957,4.853211
151,France,Lyon,03-Feb,9,urban,45.773957,4.853211
151,France,Lyon,04-Feb,3,urban,45.773957,4.853211
151,France,Lyon,05-Feb,4,urban,45.773957,4.853211
151,France,Lyon,06-Feb,8,urban,45.773957,4.853211
151,France,Lyon,07-Feb,0,urban,45.773957,4.853211
151,France,Lyon,08-Feb,1,urban,45.773957,4.853211
151,France,Lyon,09-Feb,1,urban,45.773957,4.853211
151,France,Lyon,10-Feb,3,urban,45.773957,4.853211
151,France,Lyon,11-Feb,2,urban,45.773957,4.853211
151,France,Lyon,12-Feb,1,urban,45.773957,4.853211
151,France,Lyon,13-Feb,0,urban,45.773957,4.853211
151,France,Lyon,14-Feb,17,urban,45.773957,4.853211
151,France,Lyon,15-Feb,3,urban,45.773957,4.853211
151,France,Lyon,16-Feb,4,urban,45.773957,4.853211
151,France,Lyon,17-Feb,6,urban,45.773957,4.853211
151,France,Lyon,18-Feb,1,urban,45.773957,4.853211
151,France,Lyon,19-Feb,14,urban,45.773957,4.853211
151,France,Lyon,20-Feb,0,urban,45.773957,4.853211
152,France,Clermont-Ferrand,01-Jan,0,urban,45.787549,3.096037
152,France,Clermont-Ferrand,02-Jan,3,urban,45.787549,3.096037
152,France,Clermont-Ferrand,03-Jan,1,urban,45.787549,3.096037
152,France,Clermont-Ferrand,04-Jan,2,urban,45.787549,3.096037
152,France,Clermont-Ferrand,05-Jan,2,urban,45.787549,3.096037
152,France,Clermont-Ferrand,06-Jan,1,urban,45.787549,3.096037
152,France,Clermont-Ferrand,07-Jan,3,urban,45.787549,3.096037
